Parent_Code,Parent_Label,Child_Code,Child_Label
5510,Oceania excluding Australia and New Zealand,184,Cook Islands
5222,Central America,188,Costa Rica
5702,Northern America and Europe,191,Croatia
5430,Southern Europe,191,Croatia
5706,"Europe, Northern America, Australia and New Zealand",191,Croatia
5221,Caribbean,192,Cuba
5705,Western Asia and Northern Africa,196,Cyprus
5340,Western Asia,196,Cyprus
5702,Northern America and Europe,200,Czechoslovakia
5410,Eastern Europe,200,Czechoslovakia
5706,"Europe, Northern America, Australia and New Zealand",200,Czechoslovakia
5702,Northern America and Europe,203,Czechia
5410,Eastern Europe,203,Czechia
5706,"Europe, Northern America, Australia and New Zealand",203,Czechia
5124,Western Africa,204,Benin
5702,Northern America and Europe,208,Denmark
5420,Northern Europe,208,Denmark
5706,"Europe, Northern America, Australia and New Zealand",208,Denmark
5221,Caribbean,212,Dominica
5221,Caribbean,214,Dominican Republic
5223,South America,218,Ecuador
5222,Central America,222,El Salvador
5122,Middle Africa,226,Equatorial Guinea
5121,Eastern Africa,230,Ethiopia (...1991)
5121,Eastern Africa,231,Ethiopia
5121,Eastern Africa,232,Eritrea
5702,Northern America and Europe,233,Estonia
5420,Northern Europe,233,Estonia
5706,"Europe, Northern America, Australia and New Zealand",233,Estonia
5702,Northern America and Europe,234,Faroe Islands
5420,Northern Europe,234,Faroe Islands
5706,"Europe, Northern America, Australia and New Zealand",234,Faroe Islands
5223,South America,238,Falkland Islands (Malvinas)
5223,South America,239,South Georgia and the South Sandwich Islands
5510,Oceania excluding Australia and New Zealand,242,Fiji
5702,Northern America and Europe,246,Finland
5420,Northern Europe,246,Finland
5706,"Europe, Northern America, Australia and New Zealand",246,Finland
5702,Northern America and Europe,248,Aland Islands
5420,Northern Europe,248,Aland Islands
5706,"Europe, Northern America, Australia and New Zealand",248,Aland Islands
5702,Northern America and Europe,250,France
5440,Western Europe,250,France
5706,"Europe, Northern America, Australia and New Zealand",250,France
5223,South America,254,French Guiana
5510,Oceania excluding Australia and New Zealand,258,French Polynesia
5121,Eastern Africa,260,French Southern Territories
5121,Eastern Africa,262,Djibouti
5122,Middle Africa,266,Gabon
5705,Western Asia and Northern Africa,268,Georgia
5340,Western Asia,268,Georgia
5124,Western Africa,270,Gambia
5705,Western Asia and Northern Africa,275,State of Palestine
5340,Western Asia,275,State of Palestine
5702,Northern America and Europe,276,Germany
5440,Western Europe,276,Germany
5706,"Europe, Northern America, Australia and New Zealand",276,Germany
5702,Northern America and Europe,278,Democratic Republic of Germany
5440,Western Europe,278,Democratic Republic of Germany
5706,"Europe, Northern America, Australia and New Zealand",278,Democratic Republic of Germany
5702,Northern America and Europe,280,Federal Republic of Germany
5440,Western Europe,280,Federal Republic of Germany
5706,"Europe, Northern America, Australia and New Zealand",280,Federal Republic of Germany
5124,Western Africa,288,Ghana
5702,Northern America and Europe,292,Gibraltar
5430,Southern Europe,292,Gibraltar
5706,"Europe, Northern America, Australia and New Zealand",292,Gibraltar
5510,Oceania excluding Australia and New Zealand,296,Kiribati
5702,Northern America and Europe,300,Greece
5430,Southern Europe,300,Greece
5706,"Europe, Northern America, Australia and New Zealand",300,Greece
5702,Northern America and Europe,304,Greenland
5210,Northern America,304,Greenland
5706,"Europe, Northern America, Australia and New Zealand",304,Greenland
5221,Caribbean,308,Grenada
5221,Caribbean,312,Guadeloupe
5510,Oceania excluding Australia and New Zealand,316,Guam
5222,Central America,320,Guatemala
5124,Western Africa,324,Guinea
5223,South America,328,Guyana
5221,Caribbean,332,Haiti
5706,"Europe, Northern America, Australia and New Zealand",334,Heard Island and McDonald Islands
5520,Australia and New Zealand,334,Heard Island and McDonald Islands
5702,Northern America and Europe,336,Holy See
5430,Southern Europe,336,Holy See
5706,"Europe, Northern America, Australia and New Zealand",336,Holy See
5222,Central America,340,Honduras
5704,Eastern and South-Eastern Asia,344,"China, Hong Kong SAR"
5330,Eastern Asia,344,"China, Hong Kong SAR"
5702,Northern America and Europe,348,Hungary
5410,Eastern Europe,348,Hungary
5706,"Europe, Northern America, Australia and New Zealand",348,Hungary
5702,Northern America and Europe,352,Iceland
5420,Northern Europe,352,Iceland
5706,"Europe, Northern America, Australia and New Zealand",352,Iceland
5703,Central and Southern Asia,356,India
5320,Southern Asia,356,India
5704,Eastern and South-Eastern Asia,360,Indonesia
5350,South-eastern Asia,360,Indonesia
5703,Central and Southern Asia,364,Iran (Islamic Republic of)
5320,Southern Asia,364,Iran (Islamic Republic of)
5705,Western Asia and Northern Africa,368,Iraq
5340,Western Asia,368,Iraq
5702,Northern America and Europe,372,Ireland
5420,Northern Europe,372,Ireland
5706,"Europe, Northern America, Australia and New Zealand",372,Ireland
5705,Western Asia and Northern Africa,376,Israel
5340,Western Asia,376,Israel
5702,Northern America and Europe,380,Italy
5430,Southern Europe,380,Italy
5706,"Europe, Northern America, Australia and New Zealand",380,Italy
5124,Western Africa,384,Cote d'Ivoire
5221,Caribbean,388,Jamaica
5704,Eastern and South-Eastern Asia,392,Japan
5330,Eastern Asia,392,Japan
5703,Central and Southern Asia,398,Kazakhstan
5310,Central Asia,398,Kazakhstan
5705,Western Asia and Northern Africa,400,Jordan
5340,Western Asia,400,Jordan
5121,Eastern Africa,404,Kenya
5704,Eastern and South-Eastern Asia,408,Dem. People's Rep. of Korea
5330,Eastern Asia,408,Dem. People's Rep. of Korea
5704,Eastern and South-Eastern Asia,410,"Korea, Republic of"
5330,Eastern Asia,410,"Korea, Republic of"
5702,Northern America and Europe,412,Kosovo
5430,Southern Europe,412,Kosovo
5706,"Europe, Northern America, Australia and New Zealand",412,Kosovo
5705,Western Asia and Northern Africa,414,Kuwait
5340,Western Asia,414,Kuwait
5703,Central and Southern Asia,417,Kyrgyzstan
5310,Central Asia,417,Kyrgyzstan
5704,Eastern and South-Eastern Asia,418,Lao People's Dem. Rep.
5350,South-eastern Asia,418,Lao People's Dem. Rep.
5705,Western Asia and Northern Africa,422,Lebanon
5340,Western Asia,422,Lebanon
5123,Southern Africa,426,Lesotho
5702,Northern America and Europe,428,Latvia
5420,Northern Europe,428,Latvia
5706,"Europe, Northern America, Australia and New Zealand",428,Latvia
5124,Western Africa,430,Liberia
5705,Western Asia and Northern Africa,434,Libya
5110,Northern Africa,434,Libya
5702,Northern America and Europe,438,Liechtenstein
5440,Western Europe,438,Liechtenstein
5706,"Europe, Northern America, Australia and New Zealand",438,Liechtenstein
5702,Northern America and Europe,440,Lithuania
5420,Northern Europe,440,Lithuania
5706,"Europe, Northern America, Australia and New Zealand",440,Lithuania
5702,Northern America and Europe,442,Luxembourg
5440,Western Europe,442,Luxembourg
5706,"Europe, Northern America, Australia and New Zealand",442,Luxembourg
5704,Eastern and South-Eastern Asia,446,"China, Macao SAR"
5330,Eastern Asia,446,"China, Macao SAR"
5121,Eastern Africa,450,Madagascar
5121,Eastern Africa,454,Malawi
5704,Eastern and South-Eastern Asia,458,Malaysia
5350,South-eastern Asia,458,Malaysia
5703,Central and Southern Asia,462,Maldives
5320,Southern Asia,462,Maldives
5124,Western Africa,466,Mali
5702,Northern America and Europe,470,Malta
5430,Southern Europe,470,Malta
5706,"Europe, Northern America, Australia and New Zealand",470,Malta
5221,Caribbean,474,Martinique
5124,Western Africa,478,Mauritania
5121,Eastern Africa,480,Mauritius
5222,Central America,484,Mexico
5702,Northern America and Europe,492,Monaco
5440,Western Europe,492,Monaco
5706,"Europe, Northern America, Australia and New Zealand",492,Monaco
5704,Eastern and South-Eastern Asia,496,Mongolia
5330,Eastern Asia,496,Mongolia
5702,Northern America and Europe,498,"Moldova, Republic of"
5410,Eastern Europe,498,"Moldova, Republic of"
5706,"Europe, Northern America, Australia and New Zealand",498,"Moldova, Republic of"
5702,Northern America and Europe,499,Montenegro
5430,Southern Europe,499,Montenegro
5706,"Europe, Northern America, Australia and New Zealand",499,Montenegro
5221,Caribbean,500,Montserrat
5705,Western Asia and Northern Africa,504,Morocco
5110,Northern Africa,504,Morocco
5121,Eastern Africa,508,Mozambique
5100,Africa,5100u,Africa n.e.s.
5705,Western Asia and Northern Africa,512,Oman
5340,Western Asia,512,Oman
5123,Southern Africa,516,Namibia
5510,Oceania excluding Australia and New Zealand,520,Nauru
5200,Americas,5200u,Americas n.e.s.
5703,Central and Southern Asia,524,Nepal
5320,Southern Asia,524,Nepal
5702,Northern America and Europe,528,Netherlands (Kingdom of the)
5440,Western Europe,528,Netherlands (Kingdom of the)
5706,"Europe, Northern America, Australia and New Zealand",528,Netherlands (Kingdom of the)
5221,Caribbean,530,Netherlands Antilles
5300,Asia,5300u,Asia n.e.s.
5221,Caribbean,533,Aruba
5900,Other territories,536,Neutral zone
5510,Oceania excluding Australia and New Zealand,540,New Caledonia
5400,Europe,5400u,Europe n.e.s.
5510,Oceania excluding Australia and New Zealand,548,Vanuatu
5500,Oceania,5500u,Oceania n.e.s.
5706,"Europe, Northern America, Australia and New Zealand",554,New Zealand
5520,Australia and New Zealand,554,New Zealand
5222,Central America,558,Nicaragua
5124,Western Africa,562,Niger
5124,Western Africa,566,Nigeria
5510,Oceania excluding Australia and New Zealand,570,Niue
5706,"Europe, Northern America, Australia and New Zealand",574,Norfolk Island
5520,Australia and New Zealand,574,Norfolk Island
5510,Oceania excluding Australia and New Zealand,580,Northern Mariana Islands
5510,Oceania excluding Australia and New Zealand,581,United States Minor Outlying Islands
5510,Oceania excluding Australia and New Zealand,582,"Pacific Islands, Trust Territory"
5510,Oceania excluding Australia and New Zealand,583,Micronesia (Federated States of)
5510,Oceania excluding Australia and New Zealand,584,Marshall Islands
5510,Oceania excluding Australia and New Zealand,585,Palau
5703,Central and Southern Asia,586,Pakistan
5320,Southern Asia,586,Pakistan
5222,Central America,590,"Panama, excluding Canal Zone"
5222,Central America,591,Panama
5222,Central America,592,"Panama, Canal Zone"
5510,Oceania excluding Australia and New Zealand,598,Papua New Guinea
5223,South America,600,Paraguay
5223,South America,604,Peru
5704,Eastern and South-Eastern Asia,608,Philippines
5350,South-eastern Asia,608,Philippines
5510,Oceania excluding Australia and New Zealand,612,Pitcairn
5702,Northern America and Europe,616,Poland
5410,Eastern Europe,616,Poland
5706,"Europe, Northern America, Australia and New Zealand",616,Poland
5702,Northern America and Europe,620,Portugal
5430,Southern Europe,620,Portugal
5706,"Europe, Northern America, Australia and New Zealand",620,Portugal
5124,Western Africa,624,Guinea-Bissau
5704,Eastern and South-Eastern Asia,626,Timor-Leste
5350,South-eastern Asia,626,Timor-Leste
5221,Caribbean,630,Puerto Rico
5705,Western Asia and Northern Africa,634,Qatar
5340,Western Asia,634,Qatar
5121,Eastern Africa,638,Reunion
5702,Northern America and Europe,642,Romania
5410,Eastern Europe,642,Romania
5706,"Europe, Northern America, Australia and New Zealand",642,Romania
5702,Northern America and Europe,643,Russian Federation
5410,Eastern Europe,643,Russian Federation
5706,"Europe, Northern America, Australia and New Zealand",643,Russian Federation
5121,Eastern Africa,646,Rwanda
5221,Caribbean,652,Saint Barthelemy
5124,Western Africa,654,Saint Helena
5221,Caribbean,659,Saint Kitts and Nevis
5221,Caribbean,660,Anguilla
5221,Caribbean,662,Saint Lucia
5221,Caribbean,663,Saint Martin (French part)
5702,Northern America and Europe,666,Saint Pierre and Miquelon
5210,Northern America,666,Saint Pierre and Miquelon
5706,"Europe, Northern America, Australia and New Zealand",666,Saint Pierre and Miquelon
5221,Caribbean,670,Saint Vincent and the Grenadines
5702,Northern America and Europe,674,San Marino
5430,Southern Europe,674,San Marino
5706,"Europe, Northern America, Australia and New Zealand",674,San Marino
5122,Middle Africa,678,Sao Tome and Principe
5705,Western Asia and Northern Africa,682,Saudi Arabia
5340,Western Asia,682,Saudi Arabia
5124,Western Africa,686,Senegal
5702,Northern America and Europe,688,Serbia
5430,Southern Europe,688,Serbia
5706,"Europe, Northern America, Australia and New Zealand",688,Serbia
5121,Eastern Africa,690,Seychelles
5124,Western Africa,694,Sierra Leone
5704,Eastern and South-Eastern Asia,702,Singapore
5350,South-eastern Asia,702,Singapore
5702,Northern America and Europe,703,Slovakia
5410,Eastern Europe,703,Slovakia
5706,"Europe, Northern America, Australia and New Zealand",703,Slovakia
5704,Eastern and South-Eastern Asia,704,Viet Nam
5350,South-eastern Asia,704,Viet Nam
5702,Northern America and Europe,705,Slovenia
5430,Southern Europe,705,Slovenia
5706,"Europe, Northern America, Australia and New Zealand",705,Slovenia
5121,Eastern Africa,706,Somalia
5123,Southern Africa,710,South Africa
5121,Eastern Africa,716,Zimbabwe
5705,Western Asia and Northern Africa,720,"Yemen, Democratic"
5340,Western Asia,720,"Yemen, Democratic"
5702,Northern America and Europe,724,Spain
5430,Southern Europe,724,Spain
5706,"Europe, Northern America, Australia and New Zealand",724,Spain
5705,Western Asia and Northern Africa,732,Western Sahara
5110,Northern Africa,732,Western Sahara
5705,Western Asia and Northern Africa,736,Sudan (...2011)
5110,Northern Africa,736,Sudan (...2011)
5223,South America,740,Suriname
5702,Northern America and Europe,744,Svalbard and Jan Mayen Islands
5420,Northern Europe,744,Svalbard and Jan Mayen Islands
5706,"Europe, Northern America, Australia and New Zealand",744,Svalbard and Jan Mayen Islands
5123,Southern Africa,748,Eswatini
5702,Northern America and Europe,752,Sweden
5420,Northern Europe,752,Sweden
5706,"Europe, Northern America, Australia and New Zealand",752,Sweden
5702,Northern America and Europe,756,Switzerland
5440,Western Europe,756,Switzerland
5706,"Europe, Northern America, Australia and New Zealand",756,Switzerland
5705,Western Asia and Northern Africa,760,Syrian Arab Republic
5340,Western Asia,760,Syrian Arab Republic
5703,Central and Southern Asia,762,Tajikistan
5310,Central Asia,762,Tajikistan
5704,Eastern and South-Eastern Asia,764,Thailand
5350,South-eastern Asia,764,Thailand
5124,Western Africa,768,Togo
5510,Oceania excluding Australia and New Zealand,772,Tokelau
5510,Oceania excluding Australia and New Zealand,776,Tonga
5221,Caribbean,780,Trinidad and Tobago
5705,Western Asia and Northern Africa,784,United Arab Emirates
5340,Western Asia,784,United Arab Emirates
5705,Western Asia and Northern Africa,788,Tunisia
5110,Northern Africa,788,Tunisia
5705,Western Asia and Northern Africa,792,Turkiye
5340,Western Asia,792,Turkiye
5703,Central and Southern Asia,795,Turkmenistan
5310,Central Asia,795,Turkmenistan
5221,Caribbean,796,Turks and Caicos Islands
5510,Oceania excluding Australia and New Zealand,798,Tuvalu
5121,Eastern Africa,800,Uganda
5702,Northern America and Europe,804,Ukraine
5410,Eastern Europe,804,Ukraine
5706,"Europe, Northern America, Australia and New Zealand",804,Ukraine
5702,Northern America and Europe,807,North Macedonia
5430,Southern Europe,807,North Macedonia
5706,"Europe, Northern America, Australia and New Zealand",807,North Macedonia
5702,Northern America and Europe,810,Union of Soviet Socialist Republics
5410,Eastern Europe,810,Union of Soviet Socialist Republics
5706,"Europe, Northern America, Australia and New Zealand",810,Union of Soviet Socialist Republics
5705,Western Asia and Northern Africa,818,Egypt
5110,Northern Africa,818,Egypt
5702,Northern America and Europe,826,United Kingdom
5420,Northern Europe,826,United Kingdom
5706,"Europe, Northern America, Australia and New Zealand",826,United Kingdom
5702,Northern America and Europe,831,Guernsey
5420,Northern Europe,831,Guernsey
5706,"Europe, Northern America, Australia and New Zealand",831,Guernsey
5702,Northern America and Europe,832,Jersey
5420,Northern Europe,832,Jersey
5706,"Europe, Northern America, Australia and New Zealand",832,Jersey
5702,Northern America and Europe,833,Isle of Man
5420,Northern Europe,833,Isle of Man
5706,"Europe, Northern America, Australia and New Zealand",833,Isle of Man
5121,Eastern Africa,834,United Republic of Tanzania
5900,Other territories,837,"Bunkers, ship stores"
5900,Other territories,838,Free zones
5900,Other territories,839,Confidential information and differences
5702,Northern America and Europe,840,United States
5210,Northern America,840,United States
5706,"Europe, Northern America, Australia and New Zealand",840,United States
5221,Caribbean,850,United States Virgin Islands
5124,Western Africa,854,Burkina Faso
5223,South America,858,Uruguay
5703,Central and Southern Asia,860,Uzbekistan
5310,Central Asia,860,Uzbekistan
5223,South America,862,Venezuela (Bolivarian Rep. of)
5510,Oceania excluding Australia and New Zealand,876,Wallis and Futuna Islands
5510,Oceania excluding Australia and New Zealand,882,Samoa
5705,Western Asia and Northern Africa,886,"Yemen, Arab Republic"
5340,Western Asia,886,"Yemen, Arab Republic"
5705,Western Asia and Northern Africa,887,Yemen
5340,Western Asia,887,Yemen
5702,Northern America and Europe,890,"Yugoslavia, Socialist Federal Republic of Yugoslavia"
5430,Southern Europe,890,"Yugoslavia, Socialist Federal Republic of Yugoslavia"
5706,"Europe, Northern America, Australia and New Zealand",890,"Yugoslavia, Socialist Federal Republic of Yugoslavia"
5702,Northern America and Europe,891,Serbia and Montenegro
5430,Southern Europe,891,Serbia and Montenegro
5706,"Europe, Northern America, Australia and New Zealand",891,Serbia and Montenegro
5121,Eastern Africa,894,Zambia
5221,Caribbean,531,Curacao
5221,Caribbean,534,Sint Maarten (Dutch part)
5704,Eastern and South-Eastern Asia,960,Indonesia (...2002)
5350,South-eastern Asia,960,Indonesia (...2002)
5221,Caribbean,535,"Bonaire, Sint Eustatius and Saba"
5121,Eastern Africa,728,South Sudan
5705,Western Asia and Northern Africa,729,Sudan
5110,Northern Africa,729,Sudan
5110,Northern Africa,5110u,Northern Africa n.e.s.
5120,Sub-Saharan Africa,5120u,Sub-Saharan Africa n.e.s.
5210,Northern America,5210u,Northern America n.e.s.
5220,Latin America and the Caribbean,5220u,Latin America and the Caribbean n.e.s.
5310,Central Asia,5310u,Central Asia n.e.s.
5320,Southern Asia,5320u,Southern Asia n.e.s.
5330,Eastern Asia,5330u,Eastern Asia n.e.s.
5340,Western Asia,5340u,Western Asia n.e.s.
5350,South-eastern Asia,5350u,South-eastern Asia n.e.s.
5600,Asia and Oceania,5600u,Asia and Oceania n.e.s.
5121,Eastern Africa,5121u,Eastern Africa n.e.s.
5122,Middle Africa,5122u,Middle Africa n.e.s.
5123,Southern Africa,5123u,Southern Africa n.e.s.
5124,Western Africa,5124u,Western Africa n.e.s.
5221,Caribbean,5221u,Caribbean n.e.s.
5222,Central America,5222u,Central America n.e.s.
5223,South America,5223u,South America n.e.s.
5410,Eastern Europe,5410u,Eastern Europe n.e.s.
5420,Northern Europe,5420u,Northern Europe n.e.s.
5430,Southern Europe,5430u,Southern Europe n.e.s.
5440,Western Europe,5440u,Western Europe n.e.s.
5702,Northern America and Europe,5702u,Northern America and Europe n.e.s.
5703,Central and Southern Asia,5703u,Central and Southern Asia n.e.s.
5704,Eastern and South-Eastern Asia,5704u,Eastern and South-Eastern Asia n.e.s.
5705,Western Asia and Northern Africa,5705u,Western Asia and Northern Africa n.e.s.
5702,Northern America and Europe,578,Norway
5420,Northern Europe,578,Norway
5706,"Europe, Northern America, Australia and New Zealand",578,Norway
5510,Oceania excluding Australia and New Zealand,5510u,Oceania excluding Australia and New Zealand n.e.s.
5520,Australia and New Zealand,5520u,Australia and New Zealand n.e.s.
3919,G-77 (Group of 77),004,Afghanistan
3919,G-77 (Group of 77),012,Algeria
3919,G-77 (Group of 77),024,Angola
3919,G-77 (Group of 77),028,Antigua and Barbuda
3919,G-77 (Group of 77),031,Azerbaijan
3916,G20 (Group of Twenty),032,Argentina
3919,G-77 (Group of 77),032,Argentina
3905,OECD (Organisation for Economic Cooperation and Development),036,Australia
3916,G20 (Group of Twenty),036,Australia
3905,OECD (Organisation for Economic Cooperation and Development),040,Austria
3412,European Union (2020 …),040,Austria
3919,G-77 (Group of 77),044,Bahamas
3919,G-77 (Group of 77),048,Bahrain
3919,G-77 (Group of 77),050,Bangladesh
3919,G-77 (Group of 77),052,Barbados
3905,OECD (Organisation for Economic Cooperation and Development),056,Belgium
3412,European Union (2020 …),056,Belgium
3919,G-77 (Group of 77),064,Bhutan
3919,G-77 (Group of 77),068,Bolivia (Plurinational State of)
3919,G-77 (Group of 77),072,Botswana
3916,G20 (Group of Twenty),076,Brazil
3919,G-77 (Group of 77),076,Brazil
3919,G-77 (Group of 77),084,Belize
3919,G-77 (Group of 77),090,Solomon Islands
3919,G-77 (Group of 77),096,Brunei Darussalam
3412,European Union (2020 …),100,Bulgaria
3919,G-77 (Group of 77),104,Myanmar
3919,G-77 (Group of 77),108,Burundi
3919,G-77 (Group of 77),116,Cambodia
3919,G-77 (Group of 77),120,Cameroon
3905,OECD (Organisation for Economic Cooperation and Development),124,Canada
3916,G20 (Group of Twenty),124,Canada
3919,G-77 (Group of 77),132,Cabo Verde
3919,G-77 (Group of 77),140,Central African Republic
3919,G-77 (Group of 77),144,Sri Lanka
3919,G-77 (Group of 77),148,Chad
3905,OECD (Organisation for Economic Cooperation and Development),152,Chile
3919,G-77 (Group of 77),152,Chile
3916,G20 (Group of Twenty),156,China
3919,G-77 (Group of 77),156,China
3905,OECD (Organisation for Economic Cooperation and Development),170,Colombia
3919,G-77 (Group of 77),170,Colombia
3919,G-77 (Group of 77),174,Comoros
3905,OECD (Organisation for Economic Cooperation and Development),175,Mayotte
3412,European Union (2020 …),175,Mayotte
3919,G-77 (Group of 77),178,Congo
3919,G-77 (Group of 77),180,Dem. Rep. of the Congo
3905,OECD (Organisation for Economic Cooperation and Development),188,Costa Rica
3919,G-77 (Group of 77),188,Costa Rica
3412,European Union (2020 …),191,Croatia
3919,G-77 (Group of 77),192,Cuba
3412,European Union (2020 …),196,Cyprus
3905,OECD (Organisation for Economic Cooperation and Development),200,Czechoslovakia
3412,European Union (2020 …),200,Czechoslovakia
3905,OECD (Organisation for Economic Cooperation and Development),203,Czechia
3412,European Union (2020 …),203,Czechia
3919,G-77 (Group of 77),204,Benin
3905,OECD (Organisation for Economic Cooperation and Development),208,Denmark
3412,European Union (2020 …),208,Denmark
3919,G-77 (Group of 77),212,Dominica
3919,G-77 (Group of 77),214,Dominican Republic
3919,G-77 (Group of 77),218,Ecuador
3919,G-77 (Group of 77),222,El Salvador
3919,G-77 (Group of 77),226,Equatorial Guinea
3919,G-77 (Group of 77),230,Ethiopia (...1991)
3919,G-77 (Group of 77),231,Ethiopia
3919,G-77 (Group of 77),232,Eritrea
3905,OECD (Organisation for Economic Cooperation and Development),233,Estonia
3412,European Union (2020 …),233,Estonia
3919,G-77 (Group of 77),242,Fiji
3905,OECD (Organisation for Economic Cooperation and Development),246,Finland
3412,European Union (2020 …),246,Finland
3905,OECD (Organisation for Economic Cooperation and Development),248,Aland Islands
3412,European Union (2020 …),248,Aland Islands
3905,OECD (Organisation for Economic Cooperation and Development),250,France
3916,G20 (Group of Twenty),250,France
3412,European Union (2020 …),250,France
3905,OECD (Organisation for Economic Cooperation and Development),254,French Guiana
3412,European Union (2020 …),254,French Guiana
3919,G-77 (Group of 77),262,Djibouti
3919,G-77 (Group of 77),266,Gabon
3919,G-77 (Group of 77),270,Gambia
3919,G-77 (Group of 77),275,State of Palestine
3905,OECD (Organisation for Economic Cooperation and Development),276,Germany
3916,G20 (Group of Twenty),276,Germany
3412,European Union (2020 …),276,Germany
3905,OECD (Organisation for Economic Cooperation and Development),278,Democratic Republic of Germany
3412,European Union (2020 …),278,Democratic Republic of Germany
3905,OECD (Organisation for Economic Cooperation and Development),280,Federal Republic of Germany
3412,European Union (2020 …),280,Federal Republic of Germany
3919,G-77 (Group of 77),288,Ghana
3919,G-77 (Group of 77),296,Kiribati
3905,OECD (Organisation for Economic Cooperation and Development),300,Greece
3412,European Union (2020 …),300,Greece
3919,G-77 (Group of 77),308,Grenada
3905,OECD (Organisation for Economic Cooperation and Development),312,Guadeloupe
3412,European Union (2020 …),312,Guadeloupe
3919,G-77 (Group of 77),320,Guatemala
3919,G-77 (Group of 77),324,Guinea
3919,G-77 (Group of 77),328,Guyana
3919,G-77 (Group of 77),332,Haiti
3919,G-77 (Group of 77),340,Honduras
3905,OECD (Organisation for Economic Cooperation and Development),348,Hungary
3412,European Union (2020 …),348,Hungary
3905,OECD (Organisation for Economic Cooperation and Development),352,Iceland
3916,G20 (Group of Twenty),356,India
3919,G-77 (Group of 77),356,India
3916,G20 (Group of Twenty),360,Indonesia
3919,G-77 (Group of 77),360,Indonesia
3919,G-77 (Group of 77),364,Iran (Islamic Republic of)
3919,G-77 (Group of 77),368,Iraq
3905,OECD (Organisation for Economic Cooperation and Development),372,Ireland
3412,European Union (2020 …),372,Ireland
3905,OECD (Organisation for Economic Cooperation and Development),376,Israel
3905,OECD (Organisation for Economic Cooperation and Development),380,Italy
3916,G20 (Group of Twenty),380,Italy
3412,European Union (2020 …),380,Italy
3919,G-77 (Group of 77),384,Cote d'Ivoire
3919,G-77 (Group of 77),388,Jamaica
3905,OECD (Organisation for Economic Cooperation and Development),3905u,OECD (Organisation for Economic Cooperation and Development) n.e.s.
3916,G20 (Group of Twenty),3916u,G20 (Group of Twenty) n.e.s.
3919,G-77 (Group of 77),3919u,G-77 (Group of 77) n.e.s.
3905,OECD (Organisation for Economic Cooperation and Development),392,Japan
3916,G20 (Group of Twenty),392,Japan
3919,G-77 (Group of 77),400,Jordan
3919,G-77 (Group of 77),404,Kenya
3919,G-77 (Group of 77),408,Dem. People's Rep. of Korea
3905,OECD (Organisation for Economic Cooperation and Development),410,"Korea, Republic of"
3916,G20 (Group of Twenty),410,"Korea, Republic of"
3919,G-77 (Group of 77),414,Kuwait
3919,G-77 (Group of 77),418,Lao People's Dem. Rep.
3919,G-77 (Group of 77),422,Lebanon
3919,G-77 (Group of 77),426,Lesotho
3905,OECD (Organisation for Economic Cooperation and Development),428,Latvia
3412,European Union (2020 …),428,Latvia
3919,G-77 (Group of 77),430,Liberia
3919,G-77 (Group of 77),434,Libya
3905,OECD (Organisation for Economic Cooperation and Development),440,Lithuania
3412,European Union (2020 …),440,Lithuania
3905,OECD (Organisation for Economic Cooperation and Development),442,Luxembourg
3412,European Union (2020 …),442,Luxembourg
3919,G-77 (Group of 77),450,Madagascar
3919,G-77 (Group of 77),454,Malawi
3919,G-77 (Group of 77),458,Malaysia
3919,G-77 (Group of 77),462,Maldives
3919,G-77 (Group of 77),466,Mali
3412,European Union (2020 …),470,Malta
3905,OECD (Organisation for Economic Cooperation and Development),474,Martinique
3412,European Union (2020 …),474,Martinique
3919,G-77 (Group of 77),478,Mauritania
3919,G-77 (Group of 77),480,Mauritius
3905,OECD (Organisation for Economic Cooperation and Development),484,Mexico
3916,G20 (Group of Twenty),484,Mexico
3919,G-77 (Group of 77),496,Mongolia
3919,G-77 (Group of 77),504,Morocco
3919,G-77 (Group of 77),508,Mozambique
3919,G-77 (Group of 77),512,Oman
3919,G-77 (Group of 77),516,Namibia
3919,G-77 (Group of 77),520,Nauru
3919,G-77 (Group of 77),524,Nepal
3905,OECD (Organisation for Economic Cooperation and Development),528,Netherlands (Kingdom of the)
3412,European Union (2020 …),528,Netherlands (Kingdom of the)
3919,G-77 (Group of 77),548,Vanuatu
3905,OECD (Organisation for Economic Cooperation and Development),554,New Zealand
3919,G-77 (Group of 77),558,Nicaragua
3919,G-77 (Group of 77),562,Niger
3919,G-77 (Group of 77),566,Nigeria
3919,G-77 (Group of 77),582,"Pacific Islands, Trust Territory"
3919,G-77 (Group of 77),583,Micronesia (Federated States of)
3919,G-77 (Group of 77),584,Marshall Islands
3919,G-77 (Group of 77),586,Pakistan
3919,G-77 (Group of 77),590,"Panama, excluding Canal Zone"
3919,G-77 (Group of 77),591,Panama
3919,G-77 (Group of 77),592,"Panama, Canal Zone"
3919,G-77 (Group of 77),598,Papua New Guinea
3919,G-77 (Group of 77),600,Paraguay
3919,G-77 (Group of 77),604,Peru
3919,G-77 (Group of 77),608,Philippines
3905,OECD (Organisation for Economic Cooperation and Development),616,Poland
3412,European Union (2020 …),616,Poland
3905,OECD (Organisation for Economic Cooperation and Development),620,Portugal
3412,European Union (2020 …),620,Portugal
3919,G-77 (Group of 77),624,Guinea-Bissau
3919,G-77 (Group of 77),626,Timor-Leste
3919,G-77 (Group of 77),634,Qatar
