Parent_Code,Parent_Label,Parent_ValidFrom,Parent_ValidTo,Parent_IsTarget,Child_Code,Child_Label,Child_ValidFrom,Child_ValidTo,Child_IsTarget
1540,"Developed economies: Europe",1940,2102,False,705,"Slovenia",1992,2102,True
1600,"Developing economies excluding China",1940,2102,False,706,"Somalia",1940,2102,True
1614,"LDCs: Africa",1940,2102,False,706,"Somalia",1940,2102,True
1412,"Developing economies: Sub-Saharan Africa",1940,2102,False,706,"Somalia",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,710,"South Africa",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,710,"South Africa",1940,2102,True
1412,"Developing economies: Sub-Saharan Africa",1940,2102,False,710,"South Africa",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,716,"Zimbabwe",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,716,"Zimbabwe",1940,2102,True
1620,"LLDCs (Landlocked developing countries)",1940,2102,False,716,"Zimbabwe",1940,2102,True
1412,"Developing economies: Sub-Saharan Africa",1940,2102,False,716,"Zimbabwe",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,720,"Yemen, Democratic",1940,1989,True
1612,"LDCs: Asia",1940,2102,False,720,"Yemen, Democratic",1940,1989,True
1434,"Developing economies: Western Asia",1940,2102,False,720,"Yemen, Democratic",1940,1989,True
1540,"Developed economies: Europe",1940,2102,False,724,"Spain",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,732,"Western Sahara",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,732,"Western Sahara",1940,2102,True
1411,"Developing economies: Northern Africa",1940,2102,False,732,"Western Sahara",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,736,"Sudan (...2011)",1940,2011,True
1614,"LDCs: Africa",1940,2102,False,736,"Sudan (...2011)",1940,2011,True
1411,"Developing economies: Northern Africa",1940,2102,False,736,"Sudan (...2011)",1940,2011,True
1600,"Developing economies excluding China",1940,2102,False,740,"Suriname",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,740,"Suriname",1940,2102,True
1420,"Developing economies: Americas",1940,2102,False,740,"Suriname",1940,2102,True
1642,"SIDS: Caribbean",1940,2102,False,740,"Suriname",1940,2102,True
1540,"Developed economies: Europe",1940,2102,False,744,"Svalbard and Jan Mayen Islands",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,748,"Eswatini",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,748,"Eswatini",1940,2102,True
1620,"LLDCs (Landlocked developing countries)",1940,2102,False,748,"Eswatini",1940,2102,True
1412,"Developing economies: Sub-Saharan Africa",1940,2102,False,748,"Eswatini",1940,2102,True
1540,"Developed economies: Europe",1940,2102,False,752,"Sweden",1940,2102,True
1540,"Developed economies: Europe",1940,2102,False,756,"Switzerland",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,760,"Syrian Arab Republic",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,760,"Syrian Arab Republic",1940,2102,True
1434,"Developing economies: Western Asia",1940,2102,False,760,"Syrian Arab Republic",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,762,"Tajikistan",1992,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,762,"Tajikistan",1992,2102,True
1620,"LLDCs (Landlocked developing countries)",1940,2102,False,762,"Tajikistan",1992,2102,True
1431,"Developing economies: Central Asia",1940,2102,False,762,"Tajikistan",1992,2102,True
1600,"Developing economies excluding China",1940,2102,False,764,"Thailand",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,764,"Thailand",1940,2102,True
1435,"Developing economies: South-eastern Asia",1940,2102,False,764,"Thailand",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,768,"Togo",1940,2102,True
1614,"LDCs: Africa",1940,2102,False,768,"Togo",1940,2102,True
1412,"Developing economies: Sub-Saharan Africa",1940,2102,False,768,"Togo",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,772,"Tokelau",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,772,"Tokelau",1940,2102,True
1450,"Developing economies: Oceania",1940,2102,False,772,"Tokelau",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,776,"Tonga",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,776,"Tonga",1940,2102,True
1450,"Developing economies: Oceania",1940,2102,False,776,"Tonga",1940,2102,True
1643,"SIDS: Pacific",1940,2102,False,776,"Tonga",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,780,"Trinidad and Tobago",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,780,"Trinidad and Tobago",1940,2102,True
1420,"Developing economies: Americas",1940,2102,False,780,"Trinidad and Tobago",1940,2102,True
1642,"SIDS: Caribbean",1940,2102,False,780,"Trinidad and Tobago",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,784,"United Arab Emirates",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,784,"United Arab Emirates",1940,2102,True
1434,"Developing economies: Western Asia",1940,2102,False,784,"United Arab Emirates",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,788,"Tunisia",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,788,"Tunisia",1940,2102,True
1411,"Developing economies: Northern Africa",1940,2102,False,788,"Tunisia",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,792,"Turkiye",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,792,"Turkiye",1940,2102,True
1434,"Developing economies: Western Asia",1940,2102,False,792,"Turkiye",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,795,"Turkmenistan",1992,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,795,"Turkmenistan",1992,2102,True
1620,"LLDCs (Landlocked developing countries)",1940,2102,False,795,"Turkmenistan",1992,2102,True
1431,"Developing economies: Central Asia",1940,2102,False,795,"Turkmenistan",1992,2102,True
1600,"Developing economies excluding China",1940,2102,False,796,"Turks and Caicos Islands",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,796,"Turks and Caicos Islands",1940,2102,True
1420,"Developing economies: Americas",1940,2102,False,796,"Turks and Caicos Islands",1940,2102,True
1642,"SIDS: Caribbean",1940,2102,False,796,"Turks and Caicos Islands",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,798,"Tuvalu",1940,2102,True
1615,"LDCs: Islands and Haiti",1940,2102,False,798,"Tuvalu",1940,2102,True
1450,"Developing economies: Oceania",1940,2102,False,798,"Tuvalu",1940,2102,True
1643,"SIDS: Pacific",1940,2102,False,798,"Tuvalu",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,800,"Uganda",1940,2102,True
1620,"LLDCs (Landlocked developing countries)",1940,2102,False,800,"Uganda",1940,2102,True
1614,"LDCs: Africa",1940,2102,False,800,"Uganda",1940,2102,True
1412,"Developing economies: Sub-Saharan Africa",1940,2102,False,800,"Uganda",1940,2102,True
1540,"Developed economies: Europe",1940,2102,False,804,"Ukraine",1992,2102,True
1620,"LLDCs (Landlocked developing countries)",1940,2102,False,807,"North Macedonia",1992,2102,True
1540,"Developed economies: Europe",1940,2102,False,807,"North Macedonia",1992,2102,True
1540,"Developed economies: Europe",1940,2102,False,810,"Union of Soviet Socialist Republics",1940,1991,True
1600,"Developing economies excluding China",1940,2102,False,818,"Egypt",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,818,"Egypt",1940,2102,True
1411,"Developing economies: Northern Africa",1940,2102,False,818,"Egypt",1940,2102,True
1540,"Developed economies: Europe",1940,2102,False,826,"United Kingdom",1940,2102,True
1540,"Developed economies: Europe",1940,2102,False,831,"Guernsey",1940,2102,True
1540,"Developed economies: Europe",1940,2102,False,832,"Jersey",1940,2102,True
1540,"Developed economies: Europe",1940,2102,False,833,"Isle of Man",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,834,"United Republic of Tanzania",1940,2102,True
1614,"LDCs: Africa",1940,2102,False,834,"United Republic of Tanzania",1940,2102,True
1412,"Developing economies: Sub-Saharan Africa",1940,2102,False,834,"United Republic of Tanzania",1940,2102,True
1520,"Developed economies: Americas",1940,2102,False,840,"United States",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,850,"United States Virgin Islands",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,850,"United States Virgin Islands",1940,2102,True
1420,"Developing economies: Americas",1940,2102,False,850,"United States Virgin Islands",1940,2102,True
1642,"SIDS: Caribbean",1940,2102,False,850,"United States Virgin Islands",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,854,"Burkina Faso",1940,2102,True
1620,"LLDCs (Landlocked developing countries)",1940,2102,False,854,"Burkina Faso",1940,2102,True
1614,"LDCs: Africa",1940,2102,False,854,"Burkina Faso",1940,2102,True
1412,"Developing economies: Sub-Saharan Africa",1940,2102,False,854,"Burkina Faso",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,858,"Uruguay",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,858,"Uruguay",1940,2102,True
1420,"Developing economies: Americas",1940,2102,False,858,"Uruguay",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,860,"Uzbekistan",1992,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,860,"Uzbekistan",1992,2102,True
1620,"LLDCs (Landlocked developing countries)",1940,2102,False,860,"Uzbekistan",1992,2102,True
1431,"Developing economies: Central Asia",1940,2102,False,860,"Uzbekistan",1992,2102,True
1600,"Developing economies excluding China",1940,2102,False,862,"Venezuela (Bolivarian Rep. of)",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,862,"Venezuela (Bolivarian Rep. of)",1940,2102,True
1420,"Developing economies: Americas",1940,2102,False,862,"Venezuela (Bolivarian Rep. of)",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,876,"Wallis and Futuna Islands",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,876,"Wallis and Futuna Islands",1940,2102,True
1450,"Developing economies: Oceania",1940,2102,False,876,"Wallis and Futuna Islands",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,882,"Samoa",1940,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,882,"Samoa",1940,2102,True
1450,"Developing economies: Oceania",1940,2102,False,882,"Samoa",1940,2102,True
1643,"SIDS: Pacific",1940,2102,False,882,"Samoa",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,886,"Yemen, Arab Republic",1940,1989,True
1612,"LDCs: Asia",1940,2102,False,886,"Yemen, Arab Republic",1940,1989,True
1434,"Developing economies: Western Asia",1940,2102,False,886,"Yemen, Arab Republic",1940,1989,True
1600,"Developing economies excluding China",1940,2102,False,887,"Yemen",1990,2102,True
1612,"LDCs: Asia",1940,2102,False,887,"Yemen",1990,2102,True
1434,"Developing economies: Western Asia",1940,2102,False,887,"Yemen",1990,2102,True
1540,"Developed economies: Europe",1940,2102,False,890,"Yugoslavia, Socialist Federal Republic of Yugoslavia",1940,1991,True
1540,"Developed economies: Europe",1940,2102,False,891,"Serbia and Montenegro",1992,2007,True
1600,"Developing economies excluding China",1940,2102,False,894,"Zambia",1940,2102,True
1620,"LLDCs (Landlocked developing countries)",1940,2102,False,894,"Zambia",1940,2102,True
1614,"LDCs: Africa",1940,2102,False,894,"Zambia",1940,2102,True
1412,"Developing economies: Sub-Saharan Africa",1940,2102,False,894,"Zambia",1940,2102,True
1600,"Developing economies excluding China",1940,2102,False,531,"Curacao",2011,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,531,"Curacao",2011,2102,True
1420,"Developing economies: Americas",1940,2102,False,531,"Curacao",2011,2102,True
1642,"SIDS: Caribbean",1940,2102,False,531,"Curacao",2011,2102,True
1600,"Developing economies excluding China",1940,2102,False,534,"Sint Maarten (Dutch part)",2011,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,534,"Sint Maarten (Dutch part)",2011,2102,True
1420,"Developing economies: Americas",1940,2102,False,534,"Sint Maarten (Dutch part)",2011,2102,True
1642,"SIDS: Caribbean",1940,2102,False,534,"Sint Maarten (Dutch part)",2011,2102,True
1600,"Developing economies excluding China",1940,2102,False,960,"Indonesia (...2002)",1940,2002,True
1601,"Developing economies excluding LDCs",1940,2102,False,960,"Indonesia (...2002)",1940,2002,True
1435,"Developing economies: South-eastern Asia",1940,2102,False,960,"Indonesia (...2002)",1940,2002,True
1600,"Developing economies excluding China",1940,2102,False,535,"Bonaire, Sint Eustatius and Saba",2011,2102,True
1601,"Developing economies excluding LDCs",1940,2102,False,535,"Bonaire, Sint Eustatius and Saba",2011,2102,True
1420,"Developing economies: Americas",1940,2102,False,535,"Bonaire, Sint Eustatius and Saba",2011,2102,True
1642,"SIDS: Caribbean",1940,2102,False,535,"Bonaire, Sint Eustatius and Saba",2011,2102,True
1600,"Developing economies excluding China",1940,2102,False,728,"South Sudan",2012,2102,True
1620,"LLDCs (Landlocked developing countries)",1940,2102,False,728,"South Sudan",2012,2102,True
1614,"LDCs: Africa",1940,2102,False,728,"South Sudan",2012,2102,True
1412,"Developing economies: Sub-Saharan Africa",1940,2102,False,728,"South Sudan",2012,2102,True
1600,"Developing economies excluding China",1940,2102,False,729,"Sudan",2012,2102,True
1614,"LDCs: Africa",1940,2102,False,729,"Sudan",2012,2102,True
1411,"Developing economies: Northern Africa",1940,2102,False,729,"Sudan",2012,2102,True
1610,"LDCs (Least developed countries)",1940,2102,False,1614,"LDCs: Africa",1940,2102,False
1610,"LDCs (Least developed countries)",1940,2102,False,1615,"LDCs: Islands and Haiti",1940,2102,False
1560,"Developed economies: Asia and Oceania",1940,2102,False,1530,"Developed economies: Asia",1940,2102,False
1460,"Developing economies: Asia and Oceania",1940,2102,False,1430,"Developing economies: Asia",1940,2102,False
1560,"Developed economies: Asia and Oceania",1940,2102,False,1550,"Developed economies: Oceania",1940,2102,False
1460,"Developing economies: Asia and Oceania",1940,2102,False,1450,"Developing economies: Oceania",1940,2102,False
1400,"Developing economies",1940,2102,False,1400u,"Developing economies n.e.s.",1940,2102,False
1400,"Developing economies",1940,2102,False,1410,"Developing economies: Africa",1940,2102,False
1410,"Developing economies: Africa",1940,2102,False,1410u,"Developing economies: Africa n.e.s.",1940,2102,False
1400,"Developing economies",1940,2102,False,1420,"Developing economies: Americas",1940,2102,False
1420,"Developing economies: Americas",1940,2102,False,1420u,"Developing economies: Americas n.e.s.",1940,2102,False
1430,"Developing economies: Asia",1940,2102,False,1430u,"Developing economies: Asia n.e.s.",1940,2102,False
1450,"Developing economies: Oceania",1940,2102,False,1450u,"Developing economies: Oceania n.e.s.",1940,2102,False
1460,"Developing economies: Asia and Oceania",1940,2102,False,1460u,"Developing economies: Asia and Oceania n.e.s.",1940,2102,False
1500,"Developed economies",1940,2102,False,1500u,"Developed economies n.e.s.",1940,2102,False
1500,"Developed economies",1940,2102,False,1520,"Developed economies: Americas",1940,2102,False
1520,"Developed economies: Americas",1940,2102,False,1520u,"Developed economies: Americas n.e.s.",1940,2102,False
1530,"Developed economies: Asia",1940,2102,False,1530u,"Developed economies: Asia n.e.s.",1940,2102,False
1500,"Developed economies",1940,2102,False,1540,"Developed economies: Europe",1940,2102,False
1540,"Developed economies: Europe",1940,2102,False,1540u,"Developed economies: Europe n.e.s.",1940,2102,False
1550,"Developed economies: Oceania",1940,2102,False,1550u,"Developed economies: Oceania n.e.s.",1940,2102,False
1560,"Developed economies: Asia and Oceania",1940,2102,False,1560u,"Developed economies: Asia and Oceania n.e.s.",1940,2102,False
1600,"Developing economies excluding China",1940,2102,False,1600u,"Developing economies excluding China n.e.s.",1940,2102,False
1601,"Developing economies excluding LDCs",1940,2102,False,1601u,"Developing economies excluding LDCs n.e.s.",1940,2102,False
1610,"LDCs (Least developed countries)",1940,2102,False,1610u,"LDCs (Least developed countries) n.e.s.",1940,2102,False
1612,"LDCs: Asia",1940,2102,False,1612u,"LDCs: Asia n.e.s.",1940,2102,False
1614,"LDCs: Africa",1940,2102,False,1614u,"LDCs: Africa n.e.s.",1940,2102,False
1615,"LDCs: Islands and Haiti",1940,2102,False,1615u,"LDCs: Islands and Haiti n.e.s.",1940,2102,False
1620,"LLDCs (Landlocked developing countries)",1940,2102,False,1620u,"LLDCs (Landlocked developing countries) n.e.s.",1940,2102,False
1640,"SIDS (Small island developing States) (UN-OHRLLS)",1940,2102,False,1640u,"SIDS (Small island developing States) (UN-OHRLLS) n.e.s.",1940,2102,False
1640,"SIDS (Small island developing States) (UN-OHRLLS)",1940,2102,False,1641,"SIDS: Atlantic and Indian Ocean",1940,2102,False
1641,"SIDS: Atlantic and Indian Ocean",1940,2102,False,1641u,"SIDS: Atlantic and Indian Ocean n.e.s.",1940,2102,False
1640,"SIDS (Small island developing States) (UN-OHRLLS)",1940,2102,False,1642,"SIDS: Caribbean",1940,2102,False
1642,"SIDS: Caribbean",1940,2102,False,1642u,"SIDS: Caribbean n.e.s.",1940,2102,False
1640,"SIDS (Small island developing States) (UN-OHRLLS)",1940,2102,False,1643,"SIDS: Pacific",1940,2102,False
1643,"SIDS: Pacific",1940,2102,False,1643u,"SIDS: Pacific n.e.s.",1940,2102,False
1540,"Developed economies: Europe",1940,2102,False,578,"Norway",1940,2102,True
1410,"Developing economies: Africa",1940,2102,False,1411,"Developing economies: Northern Africa",1940,2102,False
1411,"Developing economies: Northern Africa",1940,2102,False,1411u,"Developing economies: Northern Africa n.e.s.",1940,2102,False
1410,"Developing economies: Africa",1940,2102,False,1412,"Developing economies: Sub-Saharan Africa",1940,2102,False
1412,"Developing economies: Sub-Saharan Africa",1940,2102,False,1412u,"Developing economies: Sub-Saharan Africa n.e.s.",1940,2102,False
1430,"Developing economies: Asia",1940,2102,False,1431,"Developing economies: Central Asia",1940,2102,False
1431,"Developing economies: Central Asia",1940,2102,False,1431u,"Developing economies: Central Asia n.e.s.",1940,2102,False
1430,"Developing economies: Asia",1940,2102,False,1432,"Developing economies: Southern Asia",1940,2102,False
1432,"Developing economies: Southern Asia",1940,2102,False,1432u,"Developing economies: Southern Asia n.e.s.",1940,2102,False
1430,"Developing economies: Asia",1940,2102,False,1433,"Developing economies: Eastern Asia",1940,2102,False
1433,"Developing economies: Eastern Asia",1940,2102,False,1433u,"Developing economies: Eastern Asia n.e.s.",1940,2102,False
1430,"Developing economies: Asia",1940,2102,False,1434,"Developing economies: Western Asia",1940,2102,False
1434,"Developing economies: Western Asia",1940,2102,False,1434u,"Developing economies: Western Asia n.e.s.",1940,2102,False
1430,"Developing economies: Asia",1940,2102,False,1435,"Developing economies: South-eastern Asia",1940,2102,False
1435,"Developing economies: South-eastern Asia",1940,2102,False,1435u,"Developing economies: South-eastern Asia n.e.s.",1940,2102,False
0000,"World",1940,2102,False,0000u,"World n.e.s.",1940,2102,False
5703,"Central and Southern Asia",1940,2102,False,004,"Afghanistan",1940,2102,True
5320,"Southern Asia",1940,2102,False,004,"Afghanistan",1940,2102,True
5702,"Northern America and Europe",1940,2102,False,008,"Albania",1940,2102,True
5430,"Southern Europe",1940,2102,False,008,"Albania",1940,2102,True
5706,"Europe, Northern America, Australia and New Zealand",1940,2102,False,008,"Albania",1940,2102,True
5900,"Other territories",1940,2102,False,010,"Antarctica",1940,2102,False
5705,"Western Asia and Northern Africa",1940,2102,False,012,"Algeria",1940,2102,True
5110,"Northern Africa",1940,2102,False,012,"Algeria",1940,2102,True
5510,"Oceania excluding Australia and New Zealand",1940,2102,False,016,"American Samoa",1940,2102,True
5702,"Northern America and Europe",1940,2102,False,020,"Andorra",1940,2102,True
5430,"Southern Europe",1940,2102,False,020,"Andorra",1940,2102,True
5706,"Europe, Northern America, Australia and New Zealand",1940,2102,False,020,"Andorra",1940,2102,True
5122,"Middle Africa",1940,2102,False,024,"Angola",1940,2102,True
5221,"Caribbean",1940,2102,False,028,"Antigua and Barbuda",1940,2102,True
5705,"Western Asia and Northern Africa",1940,2102,False,031,"Azerbaijan",1992,2102,True
5340,"Western Asia",1940,2102,False,031,"Azerbaijan",1992,2102,True
5223,"South America",1940,2102,False,032,"Argentina",1940,2102,True
5706,"Europe, Northern America, Australia and New Zealand",1940,2102,False,036,"Australia",1940,2102,True
5520,"Australia and New Zealand",1940,2102,False,036,"Australia",1940,2102,True
5702,"Northern America and Europe",1940,2102,False,040,"Austria",1940,2102,True
5440,"Western Europe",1940,2102,False,040,"Austria",1940,2102,True
5706,"Europe, Northern America, Australia and New Zealand",1940,2102,False,040,"Austria",1940,2102,True
5221,"Caribbean",1940,2102,False,044,"Bahamas",1940,2102,True
5705,"Western Asia and Northern Africa",1940,2102,False,048,"Bahrain",1940,2102,True
5340,"Western Asia",1940,2102,False,048,"Bahrain",1940,2102,True
5703,"Central and Southern Asia",1940,2102,False,050,"Bangladesh",1940,2102,True
5320,"Southern Asia",1940,2102,False,050,"Bangladesh",1940,2102,True
5705,"Western Asia and Northern Africa",1940,2102,False,051,"Armenia",1992,2102,True
5340,"Western Asia",1940,2102,False,051,"Armenia",1992,2102,True
5221,"Caribbean",1940,2102,False,052,"Barbados",1940,2102,True
5702,"Northern America and Europe",1940,2102,False,056,"Belgium",1940,2102,True
5440,"Western Europe",1940,2102,False,056,"Belgium",1940,2102,True
5706,"Europe, Northern America, Australia and New Zealand",1940,2102,False,056,"Belgium",1940,2102,True
5702,"Northern America and Europe",1940,2102,False,060,"Bermuda",1940,2102,True
5210,"Northern America",1940,2102,False,060,"Bermuda",1940,2102,True
5706,"Europe, Northern America, Australia and New Zealand",1940,2102,False,060,"Bermuda",1940,2102,True
5703,"Central and Southern Asia",1940,2102,False,064,"Bhutan",1940,2102,True
5320,"Southern Asia",1940,2102,False,064,"Bhutan",1940,2102,True
5223,"South America",1940,2102,False,068,"Bolivia (Plurinational State of)",1940,2102,True
5702,"Northern America and Europe",1940,2102,False,070,"Bosnia and Herzegovina",1992,2102,True
5430,"Southern Europe",1940,2102,False,070,"Bosnia and Herzegovina",1992,2102,True
5706,"Europe, Northern America, Australia and New Zealand",1940,2102,False,070,"Bosnia and Herzegovina",1992,2102,True
5123,"Southern Africa",1940,2102,False,072,"Botswana",1940,2102,True
5223,"South America",1940,2102,False,074,"Bouvet Island",1940,2102,True
5223,"South America",1940,2102,False,076,"Brazil",1940,2102,True
5900,"Other territories",1940,2102,False,080,"British Antarctic Territory",1940,2102,False
5222,"Central America",1940,2102,False,084,"Belize",1940,2102,True
5121,"Eastern Africa",1940,2102,False,086,"British Indian Ocean Territory",1940,2102,True
5510,"Oceania excluding Australia and New Zealand",1940,2102,False,090,"Solomon Islands",1940,2102,True
5221,"Caribbean",1940,2102,False,092,"British Virgin Islands",1940,2102,True
5704,"Eastern and South-Eastern Asia",1940,2102,False,096,"Brunei Darussalam",1940,2102,True
5350,"South-eastern Asia",1940,2102,False,096,"Brunei Darussalam",1940,2102,True
5702,"Northern America and Europe",1940,2102,False,100,"Bulgaria",1940,2102,True
5410,"Eastern Europe",1940,2102,False,100,"Bulgaria",1940,2102,True
5706,"Europe, Northern America, Australia and New Zealand",1940,2102,False,100,"Bulgaria",1940,2102,True
5704,"Eastern and South-Eastern Asia",1940,2102,False,104,"Myanmar",1940,2102,True
5350,"South-eastern Asia",1940,2102,False,104,"Myanmar",1940,2102,True
5121,"Eastern Africa",1940,2102,False,108,"Burundi",1940,2102,True
5702,"Northern America and Europe",1940,2102,False,112,"Belarus",1992,2102,True
5410,"Eastern Europe",1940,2102,False,112,"Belarus",1992,2102,True
5706,"Europe, Northern America, Australia and New Zealand",1940,2102,False,112,"Belarus",1992,2102,True
5704,"Eastern and South-Eastern Asia",1940,2102,False,116,"Cambodia",1940,2102,True
5350,"South-eastern Asia",1940,2102,False,116,"Cambodia",1940,2102,True
5122,"Middle Africa",1940,2102,False,120,"Cameroon",1940,2102,True
5702,"Northern America and Europe",1940,2102,False,124,"Canada",1940,2102,True
5210,"Northern America",1940,2102,False,124,"Canada",1940,2102,True
5706,"Europe, Northern America, Australia and New Zealand",1940,2102,False,124,"Canada",1940,2102,True
5124,"Western Africa",1940,2102,False,132,"Cabo Verde",1940,2102,True
5221,"Caribbean",1940,2102,False,136,"Cayman Islands",1940,2102,True
5122,"Middle Africa",1940,2102,False,140,"Central African Republic",1940,2102,True
5703,"Central and Southern Asia",1940,2102,False,144,"Sri Lanka",1940,2102,True
5320,"Southern Asia",1940,2102,False,144,"Sri Lanka",1940,2102,True
5122,"Middle Africa",1940,2102,False,148,"Chad",1940,2102,True
5223,"South America",1940,2102,False,152,"Chile",1940,2102,True
5704,"Eastern and South-Eastern Asia",1940,2102,False,156,"China",1940,2102,True
5330,"Eastern Asia",1940,2102,False,156,"China",1940,2102,True
5704,"Eastern and South-Eastern Asia",1940,2102,False,158,"China, Taiwan Province of",1940,2102,True
5330,"Eastern Asia",1940,2102,False,158,"China, Taiwan Province of",1940,2102,True
5706,"Europe, Northern America, Australia and New Zealand",1940,2102,False,162,"Christmas Island",1940,2102,True
5520,"Australia and New Zealand",1940,2102,False,162,"Christmas Island",1940,2102,True
5706,"Europe, Northern America, Australia and New Zealand",1940,2102,False,166,"Cocos (Keeling) Islands",1940,2102,True
5520,"Australia and New Zealand",1940,2102,False,166,"Cocos (Keeling) Islands",1940,2102,True
5223,"South America",1940,2102,False,170,"Colombia",1940,2102,True
5121,"Eastern Africa",1940,2102,False,174,"Comoros",1940,2102,True
5121,"Eastern Africa",1940,2102,False,175,"Mayotte",1940,2102,True
5122,"Middle Africa",1940,2102,False,178,"Congo",1940,2102,True
5122,"Middle Africa",1940,2102,False,180,"Dem. Rep. of the Congo",1940,2102,True
5510,"Oceania excluding Australia and New Zealand",1940,2102,False,184,"Cook Islands",1940,2102,True
5222,"Central America",1940,2102,False,188,"Costa Rica",1940,2102,True
5702,"Northern America and Europe",1940,2102,False,191,"Croatia",1992,2102,True
5430,"Southern Europe",1940,2102,False,191,"Croatia",1992,2102,True
5706,"Europe, Northern America, Australia and New Zealand",1940,2102,False,191,"Croatia",1992,2102,True
5221,"Caribbean",1940,2102,False,192,"Cuba",1940,2102,True
5705,"Western Asia and Northern Africa",1940,2102,False,196,"Cyprus",1940,2102,True
5340,"Western Asia",1940,2102,False,196,"Cyprus",1940,2102,True
5702,"Northern America and Europe",1940,2102,False,200,"Czechoslovakia",1940,1992,True
5410,"Eastern Europe",1940,2102,False,200,"Czechoslovakia",1940,1992,True
5706,"Europe, Northern America, Australia and New Zealand",1940,2102,False,200,"Czechoslovakia",1940,1992,True
5702,"Northern America and Europe",1940,2102,False,203,"Czechia",1993,2102,True
5410,"Eastern Europe",1940,2102,False,203,"Czechia",1993,2102,True
5706,"Europe, Northern America, Australia and New Zealand",1940,2102,False,203,"Czechia",1993,2102,True
5124,"Western Africa",1940,2102,False,204,"Benin",1940,2102,True
5702,"Northern America and Europe",1940,2102,False,208,"Denmark",1940,2102,True
5420,"Northern Europe",1940,2102,False,208,"Denmark",1940,2102,True
5706,"Europe, Northern America, Australia and New Zealand",1940,2102,False,208,"Denmark",1940,2102,True
5221,"Caribbean",1940,2102,False,212,"Dominica",1940,2102,True
5221,"Caribbean",1940,2102,False,214,"Dominican Republic",1940,2102,True
5223,"South America",1940,2102,False,218,"Ecuador",1940,2102,True
5222,"Central America",1940,2102,False,222,"El Salvador",1940,2102,True
5122,"Middle Africa",1940,2102,False,226,"Equatorial Guinea",1940,2102,True
5121,"Eastern Africa",1940,2102,False,230,"Ethiopia (...1991)",1940,1991,True
5121,"Eastern Africa",1940,2102,False,231,"Ethiopia",1992,2102,True
5121,"Eastern Africa",1940,2102,False,232,"Eritrea",1992,2102,True
5702,"Northern America and Europe",1940,2102,False,233,"Estonia",1992,2102,True
5420,"Northern Europe",1940,2102,False,233,"Estonia",1992,2102,True
